sha1,n,splits,cross_split,type,split_a,path_a,class_a,split_b,path_b,class_b,ahash_distance
60c5c05e15739b71bea61769de7ed5ca2c918680,2.0,"test,train",True,,,,,,,,
6d7992a020851b6194e1fbc6c061186830127670,2.0,"test,val",True,,,,,,,,
6dbfb0a89ff7f6d38d3369dba3d548ec8f186a75,2.0,"test,train",True,,,,,,,,
706151e9e52fe7c231aeb23408d38ed13f4414d2,2.0,"test,train",True,,,,,,,,
72a29f51710393d2e09d6163617b4e87b4c1fd0c,2.0,"test,val",True,,,,,,,,
7f5df91b7b236cbf5837e388f5b1b5f7a21736ce,2.0,"test,val",True,,,,,,,,
879d2068747ee393d70881e65bdb39b78e95d10d,2.0,"test,train",True,,,,,,,,
8aed3c3caa25be16887b8160aea28f551fcd8e5d,2.0,"test,train",True,,,,,,,,
908311d9eb8628eacfc54d950cb965911263b077,2.0,"test,val",True,,,,,,,,
997fdecd22bafe8de071e487c1addf509633640b,2.0,"test,train",True,,,,,,,,
9ae5c928d627823685ac05842a286316d438de1f,2.0,"test,train",True,,,,,,,,
a213b6120ba323af89b406bd49551560e1224d61,2.0,"test,val",True,,,,,,,,
a2ae1c250517aa4d7ec85af22477bd3d05bd0f92,2.0,"test,train",True,,,,,,,,
a5a15a41b1e5ff16c1fafd659a41febc0e761440,2.0,"test,train",True,,,,,,,,
adf01ab22cbb3895db305417ca5f9cea90d5cb51,2.0,"test,train",True,,,,,,,,
b4bd370700b76e91bf6431a1421456f9cf24d6f9,2.0,"test,train",True,,,,,,,,
b89675bc28b8ae7a7e8d29ecb74bd6df7fc09cd1,2.0,"test,train",True,,,,,,,,
bab9bfeb9fafd7aa13d214a6a8786577245e4c95,2.0,"test,train",True,,,,,,,,
bca6a20cb522aff1ee99970aa26b5378ec8fffc0,2.0,"test,train",True,,,,,,,,
be7aaea2e30ca4010fda56802c075c69196ce5a6,2.0,"test,train",True,,,,,,,,
c0baf6a65fcb72f831b8af78886eddd934567f8d,2.0,"test,val",True,,,,,,,,
c14a5a45d164b2e833a86d3b511b529bba1ac11e,2.0,"test,val",True,,,,,,,,
c3983fed20542efe3b5968d64cddd00ac2b472fe,2.0,"test,train",True,,,,,,,,
c5f1686ec14d615ad56d91c5e30f8a301e56503b,2.0,"test,train",True,,,,,,,,
c8294878b655c7d05ad59315587c24c57573c8d0,2.0,"test,train",True,,,,,,,,
c969bf96871db1df6b26864937ee01f0ea0d2893,2.0,"test,train",True,,,,,,,,
cde4365be184033d559eb926952ec0a0f4dfc9de,2.0,"test,train",True,,,,,,,,
d1d9727cdb7d4082aa905a26011034af76b75236,2.0,"test,val",True,,,,,,,,
d23fd56c9981794307538f9453869861bcbfed02,2.0,"test,train",True,,,,,,,,
dd9941be9421c78b7a541fd17093ef979260c698,2.0,"test,train",True,,,,,,,,
dfad6d7fe38784722e363d2bbb93bc2f8086b376,2.0,"test,train",True,,,,,,,,
e104a3dbafec8c4a342b4e96b0595893fd4e906a,2.0,"test,train",True,,,,,,,,
e4f9706de4377082b9f168d0fb70e7bee3e5a5c1,2.0,"test,val",True,,,,,,,,
ea233dedb64bdeeecb78c24e457910dbbfa7aca1,2.0,"test,train",True,,,,,,,,
f224798babc12c94e03af69390eea2e341037589,2.0,"test,train",True,,,,,,,,
f4497a1c9c27c04b67b888eefecfc6292b0bc48b,2.0,"test,val",True,,,,,,,,
f4f692118ebf0cf584ab2ab9c8651ce02ee27ba7,2.0,"test,val",True,,,,,,,,
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/ok/000014_cast_ok_0_9623.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/ok/000090_cast_ok_0_6753.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/ok/000144_cast_ok_0_3616.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/ok/000240_cast_ok_0_141.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/ok/000319_cast_ok_0_6127.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/ok/000346_cast_ok_0_9967.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/ok/000481_cast_ok_0_8490.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/ok/000512_cast_ok_0_5648.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/defective/000019_cast_def_0_6388.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/defective/000216_cast_def_0_7340.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/defective/000544_cast_def_0_3041.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/defective/000606_cast_def_0_8570.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000000_cast_ok_0_7776.jpeg,ok,val,data/processed/val/defective/000625_cast_def_0_2677.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000000_cast_ok_0_444.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000008_cast_ok_0_426.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000013_cast_ok_0_3287.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000015_cast_ok_0_666.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000032_cast_ok_0_7424.jpeg,ok,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000089_cast_ok_0_9411.jpeg,ok,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000142_cast_ok_0_5105.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000149_cast_ok_0_9169.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000159_cast_ok_0_3464.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000162_cast_ok_0_4557.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000187_cast_ok_0_2390.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000201_cast_ok_0_2318.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000203_cast_ok_0_6394.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000239_cast_ok_0_827.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000274_cast_ok_0_3938.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000295_cast_ok_0_8274.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000342_cast_ok_0_6388.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000383_cast_ok_0_8836.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000420_cast_ok_0_5055.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000437_cast_ok_0_5832.jpeg,ok,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000449_cast_ok_0_153.jpeg,ok,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000462_cast_ok_0_2958.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000531_cast_ok_0_6756.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/ok/000560_cast_ok_0_2050.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000003_cast_def_0_5124.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000010_cast_def_0_9843.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000021_cast_def_0_8038.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000046_cast_def_0_9481.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000086_cast_def_0_1815.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000155_cast_def_0_4120.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000256_cast_def_0_8312.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000263_cast_def_0_3647.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000278_cast_def_0_1950.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000294_cast_def_0_9930.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000353_cast_def_0_522.jpeg,defective,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000407_cast_def_0_5688.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000507_cast_def_0_8498.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000627_cast_def_0_9841.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000001_cast_ok_0_3489.jpeg,ok,val,data/processed/val/defective/000657_cast_def_0_5414.jpeg,defective,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/ok/000129_cast_ok_0_9941.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/ok/000197_cast_ok_0_6303.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/ok/000228_cast_ok_0_6492.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/ok/000263_cast_ok_0_5944.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/ok/000299_cast_ok_0_8093.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/ok/000510_cast_ok_0_1841.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/defective/000027_cast_def_0_5930.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/defective/000177_cast_def_0_8229.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/defective/000190_cast_def_0_5225.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/defective/000201_cast_def_0_8548.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/defective/000416_cast_def_0_8950.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/defective/000515_cast_def_0_9921.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/defective/000569_cast_def_0_2597.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/defective/000576_cast_def_0_95.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000002_cast_ok_0_1462.jpeg,ok,val,data/processed/val/defective/000632_cast_def_0_7774.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000009_cast_ok_0_8302.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000071_cast_ok_0_5659.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000110_cast_ok_0_8891.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000112_cast_ok_0_8958.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000136_cast_ok_0_7473.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000151_cast_ok_0_411.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000273_cast_ok_0_7921.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000275_cast_ok_0_8517.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000297_cast_ok_0_7513.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000313_cast_ok_0_4862.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000343_cast_ok_0_6906.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000387_cast_ok_0_9466.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/ok/000412_cast_ok_0_3803.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000009_cast_def_0_2019.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000043_cast_def_0_4540.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000073_cast_def_0_304.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000102_cast_def_0_4172.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000200_cast_def_0_8062.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000203_cast_def_0_1310.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000219_cast_def_0_5360.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000262_cast_def_0_1918.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000301_cast_def_0_7637.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000306_cast_def_0_9283.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000352_cast_def_0_9165.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000414_cast_def_0_7404.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000424_cast_def_0_3765.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000432_cast_def_0_753.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000466_cast_def_0_7696.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000493_cast_def_0_7632.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000499_cast_def_0_9167.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000504_cast_def_0_9879.jpeg,defective,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000522_cast_def_0_8560.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000524_cast_def_0_7953.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000539_cast_def_0_9835.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000594_cast_def_0_5724.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000609_cast_def_0_107.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000003_cast_ok_0_60.jpeg,ok,val,data/processed/val/defective/000731_cast_def_0_5201.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000054_cast_ok_0_7494.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000163_cast_ok_0_5638.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000180_cast_ok_0_880.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000210_cast_ok_0_9070.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000211_cast_ok_0_7994.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000224_cast_ok_0_9831.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000236_cast_ok_0_1970.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000257_cast_ok_0_9087.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000289_cast_ok_0_3052.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000303_cast_ok_0_2099.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000339_cast_ok_0_4424.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000361_cast_ok_0_9075.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000417_cast_ok_0_3593.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000429_cast_ok_0_1173.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000441_cast_ok_0_2996.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000445_cast_ok_0_1132.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000476_cast_ok_0_4904.jpeg,ok,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000500_cast_ok_0_9631.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000511_cast_ok_0_1514.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/ok/000545_cast_ok_0_286.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000026_cast_def_0_5139.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000127_cast_def_0_3188.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000257_cast_def_0_9351.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000297_cast_def_0_9658.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000309_cast_def_0_70.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000322_cast_def_0_4241.jpeg,defective,4.0
